Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_CRIT_UNDERDWELLERRITESMASTER,,Underdweller Ritesmaster,アンダードウェラーの儀式師,Unterirdischer Ritualmeister,Maître des Rites des Profondeurs,Maestro de Ritos Subterráneo,Mestre de Rituais das Profundezas,Ритуальный Мастер Подземелья,Maestro dei Riti Sotterraneo,地底居民儀式大師,地底居民仪式大师,지하거주자 의식지배자,Mistrz Rytuałów Podziemi,Ритуальний Майстер Підземелля,Onderaardse Ritumeester,Yeraltı Ayinleri Ustası
L_CRIT_UNDERDWELLERFEARMONGER,,Underdweller Fearmonger,アンダードウェラー・フィアモンガー,Unterweltler Angstmacher,Semeur de Terreur des Profondeurs,Aterrorizador de las Profundidades,Aterrorizador das Profundezas,Подземный Устрашитель,Seminatore di Paura degli Abissi,地底恐懼使者,地底恐惧使者,지하 공포조장자,Podziemny Straszyciel,Жахотворець Підземелля,Onderaardse Angstaanjager,Yeraltı Korkutucusu
L_CRIT_ZARNOX,,Zarnox,ザーノックス,Zarnox,Zarnox,Zarnox,Zarnox,Зарнокс,Zarnox,札諾克斯,扎诺克斯,자녹스,Zarnox,Зарнокс,Zarnox,Zarnox
L_CRIT_BLIPZOR,,Blipzor,ブリプゾー,Blipzor,Blipzor,Blipzor,Blipzor,Блипзор,Blipzor,布利普佐,布利普佐,블립조르,Blipzor,Бліпзор,Blipzor,Blipzor
L_CRIT_GRIVIX,,Grivix,グリヴィクス,Grivix,Grivix,Grivix,Grivix,Гривикс,Grivix,格里維克斯,格里维克斯,그리빅스,Grivix,Грівікс,Grivix,Grivix
L_CRIT_KLYPTAR,,Klyptar,クリプター,Klyptar,Klyptar,Klyptar,Klyptar,Клиптар,Klyptar,克萊普塔,克莱普塔,클립타르,Klyptar,Кліптар,Klyptar,Klyptar
L_CRIT_MECHTO,,Mechto,メクト,Mechto,Mechto,Mechto,Mechto,Мечто,Mechto,機械托,机托,메크토,Mechto,Мехто,Mechto,Mechto
L_CRIT_ZYPHRA,,Zyphra,ザイフラ,Zyphra,Zyphra,Zyphra,Zyphra,Зифра,Zyphra,賽芙拉,泽法拉,지프라,Zyphra,Зіфра,Zyphra,Zyphra
L_CRIT_BROCKIOSAURUS,,Brockiosaurus,ブロッキオサウルス,Brockiosaurus,Brockiosaurus,Brockiosaurus,Brockiosaurus,Брокиозавр,Brockiosaurus,布洛奇龍,布洛基龙,브로키오사우루스,Brockiozaur,Брокіозавр,Brockiosaurus,Brockiosaurus
L_CRIT_THUNDERREX,,Thunder-Rex,サンダーレックス,Donner-Rex,Tonnerre-Rex,Trueno-Rex,Trovão-Rex,Громо-Рекс,Tuono-Rex,雷霆暴龍,雷霆暴龙,썬더-렉스,Grzmoto-Rex,Грім-Рекс,Donder-Rex,Gök-Rex
L_CRIT_TRIFLARATOPS,,Triflaratops,トリフララトプス,Triflaratops,Triflaratops,Triflaratops,Triflaratops,Трифларатопс,Triflaratops,三角龍獸,三角龙,트리플라라톱스,Triflaratops,Трифларатопс,Triflaratops,Triflaratops
L_CRIT_VELICEORAPTOR,,Veliceoraptor,ヴェリセオラプトル,Veliceoraptor,Vélicéoraptor,Veliceoraptor,Veliceoraptor,Велицеораптор,Veliceoraptor,迅猛龍,迅猛盗龙,벨리시오랩터,Veliceoraptor,Веліцеораптор,Veliceoraptor,Veliceoraptor
L_CRIT_VINOSAURUS,,Vinosaurus,ヴィノサウルス,Vinosaurus,Vinosaurus,Vinosaurus,Vinosaurus,Винозавр,Vinosaurus,葡萄龍,维诺龙,비노사우루스,Winosaurus,Віносавр,Vinosaurus,Vinosaurus
L_CRIT_WINDACTYL,,Windactyl,ウィンダクティル,Windactyl,Windactyl,Windactyl,Windactyl,Виндактиль,Windactyl,風翼獸,风翼兽,윈닥틸,Wiatraktyl,Віндактиль,Windactyl,Rüzgardaktil
L_CRIT_ANCLOUDYSAUR,,Ancloudysaur,アンクラウディザウルス,Ancloudysaur,Ancloudysaur,Ancloudysaur,Ancloudysaur,Анклаудизавр,Ancloudysaur,安克勞迪龍,安克劳迪龙,앤클라우디사우르스,Ancloudysaur,Анклаудизавр,Ancloudysaur,Ancloudysaur
L_CRIT_HOLYGUANODON,,Holyguanodon,ホーリーグアノドン,Holyguanodon,Holyguanodon,Holyguanodon,Holyguanodon,Святогуанодон,Holyguanodon,神聖鱷蜥,圣鳄鱼粪,홀리구아노돈,Holyguanodon,Святогуанодон,Heiligeguanodon,Kutsalguanodon
L_CRIT_DARKNONYCHUS,,Darknonychus,ダークノニクス,Darknonychus,Darknonychus,Darknonychus,Darknonychus,Даркнонихус,Darknonychus,暗黑之爪,暗爪,다크노니쿠스,Darknonychus,Даркнонікус,Darknonychus,Darknonychus
L_CRIT_CURSEDEFFIGY,,Cursed Effigy,呪われた人形,Verfluchtes Abbild,Effigie Maudite,Efigie Maldita,Efígie Amaldiçoada,Проклятое Изваяние,Effigie Maledetta,詛咒塑像,诅咒塑像,저주받은 인형,Przeklęta Podobizna,Проклята Подоба,Vervloekte Beeltenis,Lanetli Heykel
L_CRIT_FALCONEREFFIGY,,Falconer Effigy,鷹匠の像,Falkner-Bildnis,Effigie de Fauconnier,Efigie de Halconero,Efígie de Falcoeiro,Изваяние Сокольничего,Effigie del Falconiere,鷹獵者雕像,驯鹰师雕像,매사냥꾼 인형,Podobizna Sokolnika,Опудало Сокольника,Valkeniersbeeld,Şahinci Heykeli
L_CRIT_KNIGHTEFFIGY,,Knight Effigy,ナイトの模像,Ritterbildnis,Effigie de Chevalier,Efigie de Caballero,Efígie de Cavaleiro,Изваяние Рыцаря,Effigie del Cavaliere,騎士幻影,骑士塑像,기사 인형,Podobizna Rycerza,Подоба Лицаря,Ridderbeeld,Şövalye Sureti
L_CRIT_DANCINGEFFIGY,,Dancing Effigy,踊る人形,Tanzende Effigie,Effigie Dansante,Efigie Danzante,Efígie Dançante,Танцующее Подобие,Effigie Danzante,舞動人偶,舞动人偶,춤추는 인형,Tańczący Posąg,Танцюючий Манекен,Dansende Beeltenis,Dans Eden Heykel
L_CRIT_NOBLEEFFIGY,,Noble Effigy,高貴なる模像,Edles Abbild,Noble Effigie,Efigie Noble,Efígie Nobre,Благородное Подобие,Effigie Nobile,高貴塑像,高贵塑像,고귀한 인형,Szlachetna Podobizna,Шляхетний Образ,Edel Standbeeld,Soylu Suret
L_CRIT_HEALINGEFFIGY,,Healing Effigy,癒しの人形,Heilige Effigie,Effigie de Guérison,Efigie Curativa,Efígie de Cura,Исцеляющий Идол,Effigie Curativa,治癒法像,治愈雕像,치유의 인형,Uzdrawiający Posąg,Зцілюючий Ідол,Genezende Beeltenis,İyileştirici Heykel
L_CRIT_EGGOVERBREEZY,,Egg Over Breezy,エッグ・オーバー・ブリージー,Ei über Lüftchen,Œuf sur Brise,Huevo a la Brisa,Ovo ao Vento,Яйцо на Ветерке,Uovo alla Brezza,輕風煎蛋,轻风煎蛋,계란 위의 산들바람,Jajko na Wietrzyku,Яйце над Вітерцем,Ei Over Luchtig,Hafif Esintili Yumurta
L_CRIT_SCORCHEDEGG,,Scorched Egg,焦げた卵,Verkohltes Ei,Œuf calciné,Huevo Chamuscado,Ovo Chamuscado,Обожжённое яйцо,Uovo Bruciato,焦灼之卵,焦灼之卵,그을린 알,Osmalone Jajo,Обпалене яйце,Verschroeid Ei,Yanık Yumurta
L_CRIT_BRAMBLEDEGG,,Brambled Egg,茨の卵,Dorniges Ei,Œuf Épineux,Huevo Espinoso,Ovo Espinhoso,Колючее Яйцо,Uovo Spinoso,荊棘蛋,荆棘蛋,가시덤불 알,Cierniste Jajo,Колючасте Яйце,Doornige Ei,Dikenli Yumurta
L_CRIT_EGGDROPSLEUTH,,Egg-Drop Sleuth,エッグドロップ探偵,Eier-Fall-Detektiv,Détective Œuf-Tombé,Detective de Huevos Caídos,Detetive da Queda do Ovo,Детектив Яичного Падения,Investigatore Uovo Cadente,蛋落偵探,蛋落侦探,계란찜 탐정,Detektyw od Jajek,Детектив Яєчного Падіння,Eierdrop Detective,Yumurta Düşürme Dedektifi
L_CRIT_ROMULETTE,,Romulette,ロミュレット,Romulette,Romulette,Romulette,Romulette,Ромулетта,Romulette,羅姆萊特,罗姆莱特,로물렛,Romulette,Ромулетта,Romulette,Romulette
L_CRIT_EGGSBENEDICTATOR,,Eggs Benedictator,エッグス・ベネディクテーター,Eier-Benediktator,Œufs Bénédictateur,Benedictador de Huevos,Beneditador de Ovos,Яйца Бенедиктатора,Benedittatore di Uova,班尼迪克蛋魔王,班尼迪克特蛋魔,에그 베네딕테이터,Jajeczny Dyktator,Яйця Бенедиктатора,Eieren Benedictator,Yumurta Benediktatör
L_CRIT_LUCANIANARCHUNTER,,Lucanian Archunter,ルカニア大狩人,Lucanian Erzjäger,Archasseur Lucanien,Archcazador Lucaniano,Arquicaçador Lucaniano,Лукианский Архохотник,Arcicacciatore Lucaniano,盧卡尼亞狩獵者,卢卡尼亚狩猎者,루카니안 아크헌터,Łowca Arcystworów z Lukanii,Луканський Архмисливець,Lucaanse Boogsjager,Lucanialı Arkavcı
L_CRIT_LUCANIANSOULBINDER,,Lucanian Soulbinder,ルカニアの魂縛り師,Lukanischer Seelenbinder,Lieur d'Âmes Lucanien,Vinculador de Almas Lucaniano,Vinculador de Almas Lucaniano,Лукианский Связыватель Душ,Vincolatore d'Anime Lucano,盧卡尼亞靈魂束縛者,卢卡尼亚灵魂束缚者,루카니안 소울바인더,Duszotkacz Lukański,Душозв'язувач Луканії,Lucaniaanse Zielenbinder,Lucanialı Ruh Bağlayıcı
L_CRIT_LUCANIANILLUMINATOR,,Lucanian Illuminator,ルカニア式照明器具,Lukanischer Illuminator,Illuminateur Lucanien,Iluminador Lucaniano,Iluminador Lucaniano,Луканский Осветитель,Illuminatore Lucano,盧卡尼亞照明師,卢卡尼亚启明者,루카니안 일루미네이터,Lucański Iluminator,Луканський Освітлювач,Lucaniaanse Verlichter,Lucanialı Aydınlatıcı
L_CRIT_LUCANIANARMIGER,,Lucanian Armiger,ルカニア式武装者,Lukanischer Waffenmeister,Armurier Lucanien,Armígero Lucaniano,Armígero Lucaniano,Луканский оруженосец,Armigero Lucano,盧卡尼亞武裝者,卢卡尼亚武装者,루카니안 아미저,Zbrojny Lukański,Луканський зброєносець,Lucaanse Wapendrager,Lukanya Silahşoru
L_CRIT_LUCANIANWINDRIDER,,Lucanian Windrider,ルカニアの風乗り,Lukanischer Windreiter,Chevaucheur des Vents Lucanien,Jinete del Viento Lucaniano,Cavaleiro do Vento Lucaniano,Лукианский Ветроездец,Cavalcavento Lucaniano,盧卡尼亞風行者,卢卡尼亚风骑士,루카니안 윈드라이더,Wiatrojeździec Lukański,Вітрогонець Луканії,Lucaanse Windruitster,Lukanya Rüzgârsüvarisi
L_CRIT_LUCANIANASPECTAL,,Lucanian Aspectal,ルカニアの相,Lukianischer Aspekt,Aspect Lucanien,Aspecto Lucaniano,Aspecto Lucaniano,Аспектальный Луканский,Aspetto Lucano,盧卡尼亞相位,卢卡尼亚相位,루카니안 애스펙탈,Aspekt Lukański,Лукіанський Аспектал,Lucaniaans Aspectueel,Lucanyan Görünümsel
L_CRIT_PECULIARSPACECAT,,Peculiar Spacecat,奇妙な宇宙猫,Seltsame Weltraumkatze,Chat Spatial Étrange,Gato Espacial Peculiar,Gato Espacial Peculiar,Странный Космокот,Gatto Spaziale Bizzarro,奇特太空貓,奇特太空猫,기묘한 우주고양이,Osobliwy Kosmokot,Дивний Космокіт,Vreemde Ruimtekat,Tuhaf Uzaykedi
L_CRIT_GOLDSPACECAT,,Gold Spacecat,ゴールドスペースキャット,Goldene Weltraumkatze,Chat Spatial Doré,Gato Espacial Dorado,Gato Espacial Dourado,Золотой Космокот,Gatto Spaziale Dorato,黃金太空貓,金太空猫,황금 우주고양이,Złoty Kosmokot,Золотий Космокіт,Gouden Ruimtekat,Altın Uzaykedi
L_CRIT_BLACKSPACECAT,,Black Spacecat,ブラックスペースキャット,Schwarze Weltraumkatze,Chat Spatial Noir,Gato Espacial Negro,Gato Espacial Negro,Чёрный Космокот,Gatto Spaziale Nero,黑色太空貓,黑太空猫,검은 우주고양이,Czarny Kosmokot,Чорний Космокіт,Zwarte Ruimtekat,Kara Uzaykedi
L_CRIT_ASTRALSPACECAT,,Astral Spacecat,アストラル・スペースキャット,Astralkatzenwesen,Chat Spatial Astral,Gato Espacial Astral,Gato Espacial Astral,Астральный Космокот,Gatto Spaziale Astrale,星界太空貓,星界太空猫,별의 우주고양이,Kosmiczny Kotosmos,Астральний Космокіт,Astrale Ruimtekat,Astral Uzaykedi
L_CRIT_FURIOUSSPACECAT,,Furious Spacecat,激怒した宇宙猫,Wütende Weltraumkatze,Chat Spatial Furieux,Gato Espacial Furioso,Gato Espacial Furioso,Яростный Космокот,Gatto Spaziale Furioso,憤怒太空貓,暴怒太空猫,분노한 우주고양이,Wściekły Kosmokot,Розлючений Космокіт,Woedende Ruimtekat,Öfkeli Uzaykedi
L_CRIT_ANCIENTSPACECAT,,Ancient Spacecat,古代宇宙猫,Uralte Weltraumkatze,Chat Spatial Ancien,Gato Espacial Ancestral,Gato Espacial Ancestral,Древний Космокот,Gatto Spaziale Antico,古老太空貓,远古太空猫,고대 우주고양이,Pradawny Kosmokot,Прадавній Космокіт,Oeroude Ruimtekat,Kadim Uzay Kedisi
L_CRIT_SPELLJUGGLERCONNOISSEUR,,Spelljuggler Connoisseur,スペルジャグラー・コノシュア,Zauberjongleur-Kenner,Connaisseur Lancesort,Conocedor de Hechizos,Conhecedor de Magialadrão,Знаток Чародейских Фокусов,Intenditore di Magie,咒法戲法鑑賞家,法术杂耍鉴赏家,주문술사 감정가,Koneser Czarozonglerki,Знавець Чаротасування,Toverspeelkaartkenner,Büyü Hokkabazı Uzmanı
L_CRIT_SPELLJUGGLERINSTRUCTOR,,Spelljuggler Instructor,スペルジャグラー指導者,Zauberjongleur-Ausbilder,Instructeur Jongleur de Sorts,Instructor de Hechizomalabar,Instrutor Manipulador de Magias,Инструктор Заклинаний,Istruttore di Incantesimi,咒法雜耍教師,咒法杂耍教师,주문 곡예사 교관,Instruktor Czaroakrobatyki,Інструктор Чаромаг,Toverspeelgoochelaar Instructeur,Büyü Hokkabazı Eğitmeni
L_CRIT_SPELLJUGGLERBEDAZZLER,,Spelljuggler Bedazzler,スペルジャグラー・ベダズラー,Zauberjongleur-Verblender,Éblouisseur Jongleur de Sorts,Deslumbrador del Hechicero,Deslumbrador do Manipulador de Magias,Чародей-жонглёр,Incantastregone Abbagliante,咒法戲法師,法术杂耍师幻光者,주문 곡예사의 현혹구,Olśniewacz Czarozgrywaczy,Чарівний Осліплювач,Toverspeelgoochelaar Verblinder,Büyü Hokkabazı Göz Kamaştırıcı
L_CRIT_SPELLJUGGLERCONSERVATOR,,Spelljuggler Conservator,スペルジャグラー・コンサーバター,Zauberjongleur-Konservator,Conservateur Jongleur de Sorts,Conservador Hechizalabarista,Conservador Manipulador de Magias,Хранитель Заклинаний,Conservatore Incantastregone,咒法雜耍保管者,法术杂耍保管者,주문 곡예사 관리인,Konserwator Czarozmiatacz,Хранитель Чаромагії,Toverspeeljongleur Conservator,Büyü Hokkabazı Koruyucusu
L_CRIT_SPELLJUGGLEROPPORTUNIST,,Spelljuggler Opportunist,スペルジャグラー・オポチュニスト,Zauberjongleur-Opportunist,Opportuniste Jongleur de Sorts,Oportunista Malabarista de Hechizos,Oportunista Manipulador de Feitiços,Заклинательный Ловкач,Opportunista Incantastregone,咒法戲法師機會主義者,法术杂耍机会主义者,주문 곡예사 기회주의자,Oportunista Czarozręczny,Чаклунський Опортуніст,Toverspeelkaarter Opportunist,Büyü Hokkabazı Fırsatçı
L_CRIT_SPELLJUGGLERTRAPEZIST,,Spelljuggler Trapezist,スペルジャグラー・トラピジスト,Zauberjongleur-Trapezkünstler,Trapéziste Ensorceleur,Trapecista Hechizalabar,Trapezista Encantajogador,Заклинательный Жонглёр-Трапецист,Trapezista Incantabriglia,咒術雜耍師,法术杂耍师,주문 곡예사 공중곡예사,Magiczny Żongler Trapezista,Заклинокрут-трапеціст,Toversjongleur Trapezist,Büyü Hokkabazı Trapezci
L_CRIT_CALUMNIERFOP,,Calumnier Fop,カラムニエ・フォップ,Calumnier Fop,Dandy Calomniateur,Petimetre Calumniador,Dândi Caluniador,Щеголь-Клеветник,Dandy Calunniatore,誹謗者紳士,诽谤者花花公子,칼럼니어 팝,Dandys Kalumniator,Вишуканий Наклепник,Calumnier Fop,Calumnier Züppe
L_CRIT_CALUMNIERDANDY,,Calumnier Dandy,カラムニエ・ダンディ,Calumnier Dandy,Dandy Calomniateur,Dandi Calumniador,Dândi de Calumnier,Щеголь-Клеветник,Dandy Calunniatore,誹謗紳士,诽谤者花花公子,칼럼니에 댄디,Dandys z Calumnier,Франтуватий Наклепник,Calumnier Dandy,Calumnier Züppe
L_CRIT_CALUMNIERSOCIALITE,,Calumnier Socialite,カラムニエの社交界の人物,Calumnier Gesellschaftsdame,Mondaine Calomniatrice,Socialité de Calumnier,Socialite de Calumnier,Светская львица Калумнье,Mondana di Calumnier,卡倫尼爾社交名媛,卡伦尼尔社交名媛,칼럼니에 사교계 인사,Socjeta z Calumnier,Світська Особа Калумньє,Calumnier Socialite,Calumnier Sosyetesi
L_CRIT_CALUMNIERBETE,,Calumnier Bete,カラムニエ・ベート,Calumnier Bete,Calomnier Bête,Calumnier Bete,Calumnier Bete,Калумнье Бет,Calumnier Bete,卡倫尼爾·貝特,卡伦尼尔·贝特,칼럼니어 베테,Calumnier Bete,Калумньє Бет,Calumnier Bete,Calumnier Bete
L_CRIT_CALUMNIERBELLE,,Calumnier Belle,カルムニエ・ベル,Calumnier Belle,Calomnier Belle,Calumnier Belle,Calumnier Belle,Клеветница Белль,Calumnier Belle,誹謗貝兒,诽谤者贝尔,칼럼니에 벨,Calumnier Belle,Наклепниця Белль,Calumnier Belle,Calumnier Belle
L_CRIT_CALUMNIERPARTYCRASHER,,Calumnier Partycrasher,カラムニエ・パーティクラッシャー,Calumnier Partycrasher,Calomniateur Trouble-fête,Calumnier Aguafiestas,Calumnier Partycrasher,Клеветник-Нарушитель,Calumnier Partycrasher,卡倫尼爾搗亂者,卡伦尼尔派对捣乱者,칼럼니어 파티크래셔,Calumnier Partycrasher,Калумньє Партікрашер,Calumnier Feestverstoorder,Calumnier Partycrasher
L_CRIT_MARIONETTEBALLERINA,,Marionette Ballerina,マリオネットバレリーナ,Marionetten-Ballerina,Ballerine Marionnette,Bailarina Marioneta,Bailarina Marionete,Марионетка-Балерина,Ballerina Marionetta,傀儡芭蕾舞者,木偶芭蕾舞者,마리오네트 발레리나,Marionetka Baletnica,Маріонетка-Балерина,Marionettenballerina,Kukla Balerin
L_CRIT_MARIONETTECHARLATAN,,Marionette Charlatan,マリオネット・シャーラタン,Marionetten-Scharlatan,Charlatan Marionnette,Charlatán Marionetista,Charlatão Marionete,Марионетка-Шарлатан,Marionetta Ciarlatana,傀儡騙子,木偶骗子,꼭두각시 사기꾼,Marionetkowy Szarlatan,Маріонетка-Шарлатан,Marionet Charlatan,Kukla Şarlatan
L_CRIT_MARIONETTEDEMOISELLE,,Marionette Demoiselle,マリオネット・ドゥモワゼル,Marionette Demoiselle,Demoiselle Marionnette,Damisela Marioneta,Donzela Marionete,Марионетка-Демуазель,Damigella Marionetta,木偶少女,木偶少女,마리오네트 드므아젤,Panna Marionetka,Маріонеткова Демуазель,Marionette Demoiselle,Kukla Hanımefendi
L_CRIT_MARIONETTEHYPNOTIST,,Marionette Hypnotist,マリオネット催眠術師,Marionetten-Hypnotiseur,Hypnotiseur de Marionnettes,Hipnotista de Marionetas,Hipnotizador de Marionetes,Кукловод-гипнотизёр,Ipnotista Marionetta,傀儡催眠師,木偶催眠师,마리오네트 최면술사,Hipnotyzer Marionetek,Ляльковод-Гіпнотизер,Marionettengoochelaar,Kukla Hipnotizör
L_CRIT_MARIONETTEMEDIUM,,Marionette Medium,マリオネット・ミディアム,Marionetten-Medium,Médium Marionnettiste,Médium Marioneta,Médium de Marionete,Марионеточный Медиум,Medium Marionetta,傀儡媒介,木偶师,마리오네트 매디엄,Marionetka Medium,Маріонетковий Медіум,Marionettenmedium,Kukla Medyumu
